label,scraped_label,fixed_url,scraped_url,sign_variant,signer_number,video_url_ext,video_url_root,number_in_label,letter
LAVAR-MÃO,LAVAR-MÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LAVAR-M%C3%83O.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LAVAR-M%C3%83O.mp4,1,1,mp4,videos,False,L
LAVAR-ROUPA,LAVAR-ROUPA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LAVAR-ROUPA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LAVAR-ROUPA.mp4,1,1,mp4,videos,False,L
LEÃO,LEÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LE%C3%83O.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LE%C3%83O.mp4,1,1,mp4,videos,False,L
LEÃO,LEÃO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LE%C3%83O2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LE%C3%83O2.mp4,2,1,mp4,videos,True,L
LEGAL,LEGAL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEGAL.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEGAL.mp4,1,1,mp4,videos,False,L
LEGENDA,LEGENDA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEGENDA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEGENDA.mp4,1,1,mp4,videos,False,L
LEGENDA,LEGENDA-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEGENDA2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEGENDA2.mp4,2,1,mp4,videos,True,L
LEI,LEI,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEI.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEI.mp4,1,1,mp4,videos,False,L
LEITE,LEITE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEITE.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEITE.mp4,1,1,mp4,videos,False,L
LEMBRAR,LEMBRAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEMBRAR.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEMBRAR.mp4,1,1,mp4,videos,False,L
LEMBRAR-NÃO,LEMBRAR-NÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEMBRAR-N%C3%83O.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEMBRAR-N%C3%83O.mp4,1,1,mp4,videos,False,L
LENÇOL,LENÇOL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEN%C3%87OL.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEN%C3%87OL.mp4,1,1,mp4,videos,False,L
LENTE-DE-CONTATO,LENTE-DE-CONTATO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LENTE.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LENTE.mp4,1,1,mp4,videos,False,L
LER,LER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LER.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LER.mp4,1,1,mp4,videos,False,L
LER-LABIAL,LER-LABIAL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LER-LABIAL.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LER-LABIAL.mp4,1,1,mp4,videos,False,L
LÉSBICA,LÉSBICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%89SBICA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%89SBICA.mp4,1,1,mp4,videos,False,L
LESTE,LESTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LESTE.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LESTE.mp4,1,1,mp4,videos,False,L
LETÔNIA,LETÔNIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LET%C3%94NIA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LET%C3%94NIA.mp4,1,1,mp4,videos,False,L
LETRA,LETRA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LETRA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LETRA.mp4,1,1,mp4,videos,False,L
LETRAMENTO,LETRAMENTO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LETRAMENTO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LETRAMENTO.mp4,1,1,mp4,videos,False,L
LETRAS,LETRAS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LETRAS.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LETRAS.mp4,1,1,mp4,videos,False,L
LETRAS-LIBRAS,LETRAS-LIBRAS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LETRAS-LIBRAS.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LETRAS-LIBRAS.mp4,1,1,mp4,videos,False,L
LETRAS-LIBRAS-BACHARELADO,LETRAS-LIBRAS-BACHARELADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LETRAS-LIBRAS-BACHARELADO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LETRAS-LIBRAS-BACHARELADO.mp4,1,1,mp4,videos,False,L
LETRAS-LIBRAS-LICENCIATURA,LETRAS-LIBRAS-LICENCIATURA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LETRAS-LIBRAS-LICENCIATURA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LETRAS-LIBRAS-LICENCIATURA.mp4,1,1,mp4,videos,False,L
LEVAR,LEVAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEVAR.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEVAR.mp4,1,1,mp4,videos,False,L
LEVE,LEVE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEVE.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEVE.mp4,1,1,mp4,videos,False,L
LÉXICO,LÉXICO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%89XICO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%89XICO.mp4,1,1,mp4,videos,False,L
LHAMA,LHAMA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LHAMA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LHAMA.mp4,1,1,mp4,videos,False,L
LÍBANO,LÍBANO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%8DBANO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%8DBANO.mp4,1,1,mp4,videos,False,L
LÍBANO,LÍBANO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%8DBANO2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%8DBANO2.mp4,2,1,mp4,videos,True,L
LIBRAS,LIBRAS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIBRAS.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIBRAS.mp4,1,1,mp4,videos,False,L
LÍDER,LÍDER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%8DDER.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%8DDER.mp4,1,1,mp4,videos,False,L
LÍDER,LÍDER-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%8DDER2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%8DDER2.mp4,2,1,mp4,videos,True,L
LIGADURA-TROMPAS,LIGADURA-TROMPAS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIGADURA-TROMPAS.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIGADURA-TROMPAS.mp4,1,1,mp4,videos,False,L
LIGAR-NÃO,LIGAR-NÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIGAR-N%C3%83O.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIGAR-N%C3%83O.mp4,1,1,mp4,videos,False,L
LIGAR-NÃO,LIGAR-NÃO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIGAR-N%C3%83O2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIGAR-N%C3%83O2.mp4,2,1,mp4,videos,True,L
LILÁS,LILÁS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIL%C3%81S.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIL%C3%81S.mp4,1,1,mp4,videos,False,L
LIMÃO,LIMÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIM%C3%83O.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIM%C3%83O.mp4,1,1,mp4,videos,False,L
LIMÃO,LIMÃO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIM%C3%83O2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIM%C3%83O2.mp4,2,1,mp4,videos,True,L
LIMPAR,LIMPAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIMPAR.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIMPAR.mp4,1,1,mp4,videos,False,L
LIMPAR,LIMPAR-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIMPAR2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIMPAR2.mp4,2,1,mp4,videos,True,L
LÍNGUA,LÍNGUA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%8DNGUA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%8DNGUA.mp4,1,1,mp4,videos,False,L
LÍNGUA-DE-SINAIS,LÍNGUA-DE-SINAIS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%8DNGUA-DE-SINAIS.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%8DNGUA-DE-SINAIS.mp4,1,1,mp4,videos,False,L
LÍNGUA-MANDARIM,LÍNGUA-MANDARIM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%8DNGUA-MANDARIM.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%8DNGUA-MANDARIM.mp4,1,1,mp4,videos,False,L
LÍNGUA-MATERNA,LÍNGUA-MATERNA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%8DNGUA-MATERNA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%8DNGUA-MATERNA.mp4,1,1,mp4,videos,False,L
LINGUAGEM,LINGUAGEM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LINGUAGEM.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LINGUAGEM.mp4,1,1,mp4,videos,False,L
LINGUIÇA,LINGUIÇA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LINGUI%C3%87A.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LINGUI%C3%87A.mp4,1,1,mp4,videos,False,L
LINGUÍSTICA,LINGUÍSTICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LINGU%C3%8DSTICA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LINGU%C3%8DSTICA.mp4,1,1,mp4,videos,False,L
LINK,LINK,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LINK.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LINK.mp4,1,1,mp4,videos,False,L
LIQUIDIFICADOR,LIQUIDIFICADOR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIQUIDIFICADOR.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIQUIDIFICADOR.mp4,1,1,mp4,videos,False,L
LISTAR,LISTAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LISTAR.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LISTAR.mp4,1,1,mp4,videos,False,L
LISTRA,LISTRA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LISTRA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LISTRA.mp4,1,1,mp4,videos,False,L
LITERATURA,LITERATURA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LITERATURA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LITERATURA.mp4,1,1,mp4,videos,False,L
LITUÂNIA,LITUÂNIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LITU%C3%82NIA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LITU%C3%82NIA.mp4,1,1,mp4,videos,False,L
LIVRAR,LIVRAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIVRAR.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIVRAR.mp4,1,1,mp4,videos,False,L
LIVRO,LIVRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIVRO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIVRO.mp4,1,1,mp4,videos,False,L
LIXEIRA,LIXEIRA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIXEIRA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIXEIRA.mp4,1,1,mp4,videos,False,L
LIXO,LIXO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIXO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIXO.mp4,1,1,mp4,videos,False,L
LOBO,LOBO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LOBO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LOBO.mp4,1,1,mp4,videos,False,L
LOJA,LOJA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LOJA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LOJA.mp4,1,1,mp4,videos,False,L
LONDRES,LONDRES,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LONDRES.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LONDRES.mp4,1,1,mp4,videos,False,L
LONDRINA,LONDRINA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LONDRINA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LONDRINA.mp4,1,1,mp4,videos,False,L
LONGE,LONGE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LONGE.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LONGE.mp4,1,1,mp4,videos,False,L
LONGO,LONGO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LONGO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LONGO.mp4,1,1,mp4,videos,False,L
LOTE,LOTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LOTE.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LOTE.mp4,1,1,mp4,videos,False,L
LUA,LUA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LUA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LUA.mp4,1,1,mp4,videos,False,L
LUCRO,LUCRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LUCRO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LUCRO.mp4,1,1,mp4,videos,False,L
LULA,LULA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LULA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LULA.mp4,1,1,mp4,videos,False,L
LUPA,LUPA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LUPA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LUPA.mp4,1,1,mp4,videos,False,L
LUTA-OLÍMPICA,LUTA-OLÍMPICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LUTA-OL%C3%8DMPICA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LUTA-OL%C3%8DMPICA.mp4,1,1,mp4,videos,False,L
LUTAR,LUTAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LUTAR.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LUTAR.mp4,1,1,mp4,videos,False,L
LUVA,LUVA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LUVA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LUVA.mp4,1,1,mp4,videos,False,L
LUXEMBURGO,LUXEMBURGO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LUXEMBURGO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LUXEMBURGO.mp4,1,1,mp4,videos,False,L
LUCRO,LUCRO-2,https://objetos.sites.ufsc.br/libras/gerais/Ue3WUu7ucDbJEwoawrC7NmDVr10LIjCo5IjFkNUk.mp4,https://objetos.sites.ufsc.br/libras/gerais/Ue3WUu7ucDbJEwoawrC7NmDVr10LIjCo5IjFkNUk.mp4,2,1,mp4,objetos,True,L
MATAR,MATAR-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MATAR2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MATAR2.mp4,2,1,mp4,videos,True,M
MONSTRO,MONSTRO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MONSTRO2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MONSTRO2.mp4,2,1,mp4,videos,True,M
MÃE,MÃE-6,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%83E6.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%83E6.mp4,6,1,mp4,videos,True,M
MAL,MAL-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAL2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAL2.mp4,2,1,mp4,videos,True,M
MAR,MAR-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAR2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAR2.mp4,2,1,mp4,videos,True,M
MAÇÃ,MAÇÃ,https://objetos.sites.ufsc.br/libras/gerais/r8m1keNxSiaLHpV4E5gZ3pneWtvBmBcRfXue2kq0.mp4,https://objetos.sites.ufsc.br/libras/gerais/r8m1keNxSiaLHpV4E5gZ3pneWtvBmBcRfXue2kq0.mp4,1,1,mp4,objetos,False,M
MACACÃO,MACACÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACAC%C3%83O.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACAC%C3%83O.mp4,1,1,mp4,videos,False,M
MACACO,MACACO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACACO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACACO.mp4,1,1,mp4,videos,False,M
MACAPÁ,MACAPÁ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACAP%C3%81-AP.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACAP%C3%81-AP.mp4,1,1,mp4,videos,False,M
MACARRÃO,MACARRÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACARR%C3%83O.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACARR%C3%83O.mp4,1,1,mp4,videos,False,M
MACARRÃO,MACARRÃO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACARR%C3%83O2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACARR%C3%83O2.mp4,2,1,mp4,videos,True,M
MACAU,MACAU,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACAU.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACAU.mp4,1,1,mp4,videos,False,M
MACAXEIRA,MACAXEIRA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACAXEIRA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACAXEIRA.mp4,1,1,mp4,videos,False,M
MACEIÓ,MACEIÓ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACEI%C3%93.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACEI%C3%93.mp4,1,1,mp4,videos,False,M
MACHO,MACHO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACHO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACHO.mp4,1,1,mp4,videos,False,M
MACIO,MACIO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACIO2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACIO2.mp4,2,1,mp4,videos,True,M
MACONHA,MACONHA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACONHA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACONHA.mp4,1,1,mp4,videos,False,M
MACUMBA,MACUMBA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACUMBA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACUMBA.mp4,1,1,mp4,videos,False,M
MADAGASCAR,MADAGASCAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MADAG%C3%81SCAR.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MADAG%C3%81SCAR.mp4,1,1,mp4,videos,False,M
MADRASTA,MADRASTA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MADRASTA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MADRASTA.mp4,1,1,mp4,videos,False,M
MADEIRA,MADEIRA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MADEIRA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MADEIRA.mp4,1,1,mp4,videos,False,M
MADRUGADA,MADRUGADA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MADRUGADA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MADRUGADA.mp4,1,1,mp4,videos,False,M
MADRUGADA,MADRUGADA-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MADRUGADA2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MADRUGADA2.mp4,2,1,mp4,videos,True,M
MÃE,MÃE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%83E.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%83E.mp4,1,1,mp4,videos,False,M
MÃE,MÃE-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%83E2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%83E2.mp4,2,1,mp4,videos,True,M
MÃE,MÃE-3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%83E3.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%83E3.mp4,3,1,mp4,videos,True,M
MÃE,MÃE-4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%83E4.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%83E4.mp4,4,1,mp4,videos,True,M
MÃE,MÃE-5,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%83E5.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%83E5.mp4,5,1,mp4,videos,True,M
MAGALI,MAGALI,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAGALI.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAGALI.mp4,1,1,mp4,videos,False,M
MÁGICO,MÁGICO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%81GICO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%81GICO.mp4,1,1,mp4,videos,False,M
MAGISTÉRIO,MAGISTÉRIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAGIST%C3%89RIO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAGIST%C3%89RIO.mp4,1,1,mp4,videos,False,M
MÁGOA,MÁGOA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%81GOA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%81GOA.mp4,1,1,mp4,videos,False,M
MAGRO,MAGRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAGRO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAGRO.mp4,1,1,mp4,videos,False,M
MAIO,MAIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAIO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAIO.mp4,1,1,mp4,videos,False,M
MAIÔ,MAIÔ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAI%C3%94.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAI%C3%94.mp4,1,1,mp4,videos,False,M
MAIOR,MAIOR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAIOR.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAIOR.mp4,1,1,mp4,videos,False,M
MAIORIA,MAIORIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAIORIA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAIORIA.mp4,1,1,mp4,videos,False,M
