label,video_url,signer_number,data_source,scraped_label,scraped_video_url,sign_variant,signer_number,video_url_root,video_url_ext,number_in_label
MAMÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAM%C3%83O.mp4,1,sb,MAMÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAM%C3%83O.mp4,1,1,videos,mp4,False
MAMÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAM%C3%83O2.mp4,1,sb,MAMÃO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAM%C3%83O2.mp4,2,1,videos,mp4,True
MAMAS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAMAS.mp4,1,sb,MAMAS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAMAS.mp4,1,1,videos,mp4,False
MANDAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANDAR.mp4,1,sb,MANDAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANDAR.mp4,1,1,videos,mp4,False
MANDAR-EMAIL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANDAR-EMAIL.mp4,1,sb,MANDAR-EMAIL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANDAR-EMAIL.mp4,1,1,videos,mp4,False
MANDIOCA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANDIOCA.mp4,1,sb,MANDIOCA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANDIOCA.mp4,1,1,videos,mp4,False
MANGA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANGA.mp4,1,sb,MANGA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANGA.mp4,1,1,videos,mp4,False
MANHÃ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANH%C3%83.mp4,1,sb,MANHÃ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANH%C3%83.mp4,1,1,videos,mp4,False
MANHÃ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANH%C3%832.mp4,1,sb,MANHÃ-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANH%C3%832.mp4,2,1,videos,mp4,True
MANICURE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANICURE.mp4,1,sb,MANICURE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANICURE.mp4,1,1,videos,mp4,False
MANIFESTAÇÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANIFESTA%C3%87%C3%83O.mp4,1,sb,MANIFESTAÇÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANIFESTA%C3%87%C3%83O.mp4,1,1,videos,mp4,False
MANIPULAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANIPULAR.mp4,1,sb,MANIPULAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANIPULAR.mp4,1,1,videos,mp4,False
MANÔMETRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAN%C3%94METRO.mp4,1,sb,MANÔMETRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAN%C3%94METRO.mp4,1,1,videos,mp4,False
MANTEIGA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANTEIGA.mp4,1,sb,MANTEIGA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANTEIGA.mp4,1,1,videos,mp4,False
MÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%83O.mp4,1,sb,MÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%83O.mp4,1,1,videos,mp4,False
MAQUIAGEM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAQUIAGEM.mp4,1,sb,MAQUIAGEM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAQUIAGEM.mp4,1,1,videos,mp4,False
MAQUIAGEM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAQUIAGEM2.mp4,1,sb,MAQUIAGEM-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAQUIAGEM2.mp4,2,1,videos,mp4,True
MÁQUINA-COSTURA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%81QUINA-COSTURA.mp4,1,sb,MÁQUINA-COSTURA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%81QUINA-COSTURA.mp4,1,1,videos,mp4,False
MÁQUINA-ESCREVER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%81QUINA-ESCREVER.mp4,1,sb,MÁQUINA-ESCREVER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%81QUINA-ESCREVER.mp4,1,1,videos,mp4,False
MAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAR.mp4,1,sb,MAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAR.mp4,1,1,videos,mp4,False
MARACUJÁ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MARACUJ%C3%81.mp4,1,sb,MARACUJÁ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MARACUJ%C3%81.mp4,1,1,videos,mp4,False
MARANHÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MARANH%C3%83O.mp4,1,sb,MARANHÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MARANH%C3%83O.mp4,1,1,videos,mp4,False
MARANHÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MARANH%C3%83O2.mp4,1,sb,MARANHÃO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MARANH%C3%83O2.mp4,2,1,videos,mp4,True
MARAVILHA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MARAVILHA.mp4,1,sb,MARAVILHA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MARAVILHA.mp4,1,1,videos,mp4,False
MARCA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MARCA.mp4,1,sb,MARCA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MARCA.mp4,1,1,videos,mp4,False
MARÇO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAR%C3%87O.mp4,1,sb,MARÇO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAR%C3%87O.mp4,1,1,videos,mp4,False
MARÇO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAR%C3%87O2.mp4,1,sb,MARÇO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAR%C3%87O2.mp4,2,1,videos,mp4,True
MARÇO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAR%C3%87O3.mp4,1,sb,MARÇO-3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAR%C3%87O3.mp4,3,1,videos,mp4,True
MARIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MARIA.mp4,1,sb,MARIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MARIA.mp4,1,1,videos,mp4,False
MARINGÁ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MARING%C3%81-PR.mp4,1,sb,MARINGÁ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MARING%C3%81-PR.mp4,1,1,videos,mp4,False
MARIONETE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MARIONETE.mp4,1,sb,MARIONETE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MARIONETE.mp4,1,1,videos,mp4,False
MARROM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MARROM.mp4,1,sb,MARROM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MARROM.mp4,1,1,videos,mp4,False
MAS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAS.mp4,1,sb,MAS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAS.mp4,1,1,videos,mp4,False
MÁSCARA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%81SCARA.mp4,1,sb,MÁSCARA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%81SCARA.mp4,1,1,videos,mp4,False
MASSAGEAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MASSAGEAR.mp4,1,sb,MASSAGEAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MASSAGEAR.mp4,1,1,videos,mp4,False
MASSAGEAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MASSAGEAR2.mp4,1,sb,MASSAGEAR-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MASSAGEAR2.mp4,2,1,videos,mp4,True
MATAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MATAR.mp4,1,sb,MATAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MATAR.mp4,1,1,videos,mp4,False
MATEMÁTICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MATEM%C3%81TICA.mp4,1,sb,MATEMÁTICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MATEM%C3%81TICA.mp4,1,1,videos,mp4,False
MATEMÁTICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MATEM%C3%81TICA2.mp4,1,sb,MATEMÁTICA-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MATEM%C3%81TICA2.mp4,2,1,videos,mp4,True
MATO-GROSSO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MATO-GROSSO.mp4,1,sb,MATO-GROSSO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MATO-GROSSO.mp4,1,1,videos,mp4,False
MATO-GROSSO-DO-SUL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MATO-GROSSO-DO-SUL.mp4,1,sb,MATO-GROSSO-DO-SUL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MATO-GROSSO-DO-SUL.mp4,1,1,videos,mp4,False
MATURAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MATURAR.mp4,1,sb,MATURAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MATURAR.mp4,1,1,videos,mp4,False
MÁXIMO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%81XIMO.mp4,1,sb,MÁXIMO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%81XIMO.mp4,1,1,videos,mp4,False
MCDONALDS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MCDONALDS.mp4,1,sb,MCDONALDS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MCDONALDS.mp4,1,1,videos,mp4,False
MEDALHA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEDALHA.mp4,1,sb,MEDALHA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEDALHA.mp4,1,1,videos,mp4,False
MÉDICO,https://objetos.sites.ufsc.br/libras/gerais/KtCyc6yhd1e9UN8CrjnK4rMW5aKBUHPjy1L0ag6a.mp4,1,sb,MÉDICO,https://objetos.sites.ufsc.br/libras/gerais/KtCyc6yhd1e9UN8CrjnK4rMW5aKBUHPjy1L0ag6a.mp4,1,1,objetos,mp4,False
MÉDICO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%89DICO3.mp4,1,sb,MÉDICO-3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%89DICO3.mp4,3,1,videos,mp4,True
MEDIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEDIR.mp4,1,sb,MEDIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEDIR.mp4,1,1,videos,mp4,False
MEDITAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEDITAR.mp4,1,sb,MEDITAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEDITAR.mp4,1,1,videos,mp4,False
MEDO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEDO.mp4,1,sb,MEDO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEDO.mp4,1,1,videos,mp4,False
MEIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEIA.mp4,1,sb,MEIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEIA.mp4,1,1,videos,mp4,False
MEIA-HORA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEIA-HORA.mp4,1,sb,MEIA-HORA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEIA-HORA.mp4,1,1,videos,mp4,False
MEIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEIO.mp4,1,sb,MEIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEIO.mp4,1,1,videos,mp4,False
MEIO-DIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEIO-DIA.mp4,1,sb,MEIO-DIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEIO-DIA.mp4,1,1,videos,mp4,False
MELANCIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MELANCIA.mp4,1,sb,MELANCIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MELANCIA.mp4,1,1,videos,mp4,False
MELANCIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MELANCIA2.mp4,1,sb,MELANCIA-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MELANCIA2.mp4,2,1,videos,mp4,True
MELHOR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MELHOR.mp4,1,sb,MELHOR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MELHOR.mp4,1,1,videos,mp4,False
MELHOR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MELHOR2.mp4,1,sb,MELHOR-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MELHOR2.mp4,2,1,videos,mp4,True
MELHORAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MELHORAR.mp4,1,sb,MELHORAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MELHORAR.mp4,1,1,videos,mp4,False
MEMÓRIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEM%C3%93RIA.mp4,1,sb,MEMÓRIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEM%C3%93RIA.mp4,1,1,videos,mp4,False
MEMORIZAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEMORIZAR.mp4,1,sb,MEMORIZAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEMORIZAR.mp4,1,1,videos,mp4,False
MENDIGAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENDIGAR.mp4,1,sb,MENDIGAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENDIGAR.mp4,1,1,videos,mp4,False
MENINGITE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENINGITE.mp4,1,sb,MENINGITE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENINGITE.mp4,1,1,videos,mp4,False
MENINO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENINO.mp4,1,sb,MENINO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENINO.mp4,1,1,videos,mp4,False
MENSAGEM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENSAGEM.mp4,1,sb,MENSAGEM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENSAGEM.mp4,1,1,videos,mp4,False
MENSTRUAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENSTRUAR.mp4,1,sb,MENSTRUAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENSTRUAR.mp4,1,1,videos,mp4,False
MENSTRUAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENSTRUAR2.mp4,1,sb,MENSTRUAR-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENSTRUAR2.mp4,2,1,videos,mp4,True
MENSTRUAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENSTRUAR3.mp4,1,sb,MENSTRUAR-3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENSTRUAR3.mp4,3,1,videos,mp4,True
MENSTRUAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENSTRUAR4.mp4,1,sb,MENSTRUAR-4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENSTRUAR4.mp4,4,1,videos,mp4,True
MENTAL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENTAL.mp4,1,sb,MENTAL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENTAL.mp4,1,1,videos,mp4,False
MENTIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENTIR.mp4,1,sb,MENTIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENTIR.mp4,1,1,videos,mp4,False
MERECER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MERECER.mp4,1,sb,MERECER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MERECER.mp4,1,1,videos,mp4,False
MERETRIZ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MERETRIZ.mp4,1,sb,MERETRIZ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MERETRIZ.mp4,1,1,videos,mp4,False
MÊS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%8AS.mp4,1,sb,MÊS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%8AS.mp4,1,1,videos,mp4,False
MÊS-DOIS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%8AS-DOIS.mp4,1,sb,MÊS-DOIS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%8AS-DOIS.mp4,1,1,videos,mp4,False
MÊS-QUATRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%8AS-QUATRO.mp4,1,sb,MÊS-QUATRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%8AS-QUATRO.mp4,1,1,videos,mp4,False
MÊS-TRÊS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%8AS-TR%C3%8AS.mp4,1,sb,MÊS-TRÊS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%8AS-TR%C3%8AS.mp4,1,1,videos,mp4,False
MESA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MESA.mp4,1,sb,MESA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MESA.mp4,1,1,videos,mp4,False
MESMO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MESMO.mp4,1,sb,MESMO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MESMO.mp4,1,1,videos,mp4,False
MESMO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MESMO2.mp4,1,sb,MESMO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MESMO2.mp4,2,1,videos,mp4,True
MESMO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MESMO3.mp4,1,sb,MESMO-3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MESMO3.mp4,3,1,videos,mp4,True
MESMO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MESMO4.mp4,1,sb,MESMO-4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MESMO4.mp4,4,1,videos,mp4,True
MESTRADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MESTRADO.mp4,1,sb,MESTRADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MESTRADO.mp4,1,1,videos,mp4,False
METADE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/METADE.mp4,1,sb,METADE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/METADE.mp4,1,1,videos,mp4,False
METÁFORA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MET%C3%81FORA.mp4,1,sb,METÁFORA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MET%C3%81FORA.mp4,1,1,videos,mp4,False
METIDO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/METIDO.mp4,1,sb,METIDO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/METIDO.mp4,1,1,videos,mp4,False
METODOLOGIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/METODOLOGIA.mp4,1,sb,METODOLOGIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/METODOLOGIA.mp4,1,1,videos,mp4,False
METRÔ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/METR%C3%94.mp4,1,sb,METRÔ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/METR%C3%94.mp4,1,1,videos,mp4,False
METRÔ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/METR%C3%942.mp4,1,sb,METRÔ-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/METR%C3%942.mp4,2,1,videos,mp4,True
METRÔ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/METR%C3%943.mp4,1,sb,METRÔ-3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/METR%C3%943.mp4,3,1,videos,mp4,True
MEXER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEXER.mp4,1,sb,MEXER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEXER.mp4,1,1,videos,mp4,False
MEXERICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEXERICA.mp4,1,sb,MEXERICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEXERICA.mp4,1,1,videos,mp4,False
MÉXICO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%89XICO.mp4,1,sb,MÉXICO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%89XICO.mp4,1,1,videos,mp4,False
MÉXICO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%89XICO2.mp4,1,sb,MÉXICO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%89XICO2.mp4,2,1,videos,mp4,True
MICROCEFALIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MICROCEFALIA.mp4,1,sb,MICROCEFALIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MICROCEFALIA.mp4,1,1,videos,mp4,False
MICROSOFT-POWERPOINT,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MICROSOFT-POWERPOINT.mp4,1,sb,MICROSOFT-POWERPOINT,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MICROSOFT-POWERPOINT.mp4,1,1,videos,mp4,False
MICROSCÓPIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MICROSC%C3%93PIO.mp4,1,sb,MICROSCÓPIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MICROSC%C3%93PIO.mp4,1,1,videos,mp4,False
MICROSOFT-EXCEL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MICROSOFT-EXCEL.mp4,1,sb,MICROSOFT-EXCEL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MICROSOFT-EXCEL.mp4,1,1,videos,mp4,False
MICROSOFT-OFFICE-WORD,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MICROSOFT-OFFICE-WORD.mp4,1,sb,MICROSOFT-OFFICE-WORD,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MICROSOFT-OFFICE-WORD.mp4,1,1,videos,mp4,False
MÍDIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%8DDIA.mp4,1,sb,MÍDIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%8DDIA.mp4,1,1,videos,mp4,False
MIL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MIL.mp4,1,sb,MIL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MIL.mp4,1,1,videos,mp4,False
MILHÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MILH%C3%83O.mp4,1,sb,MILHÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MILH%C3%83O.mp4,1,1,videos,mp4,False
MILHO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MILHO.mp4,1,sb,MILHO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MILHO.mp4,1,1,videos,mp4,False
MÍMICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%8DMICA.mp4,1,sb,MÍMICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/M%C3%8DMICA.mp4,1,1,videos,mp4,False
MINAS-GERAIS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MINAS-GERAIS.mp4,1,sb,MINAS-GERAIS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MINAS-GERAIS.mp4,1,1,videos,mp4,False
MINAS-GERAIS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MINAS-GERAIS2.mp4,1,sb,MINAS-GERAIS-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MINAS-GERAIS2.mp4,2,1,videos,mp4,True
MINHOCA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MINHOCA.mp4,1,sb,MINHOCA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MINHOCA.mp4,1,1,videos,mp4,False
MINI-CURSO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MINI-CURSO.mp4,1,sb,MINI-CURSO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MINI-CURSO.mp4,1,1,videos,mp4,False
