label,video_url,signer_number,data_source,scraped_label,number_in_label,file_exists,letter,assuntos,acepção,exemplo,exemplo libras,classe gramatical,origem,scraped_video_url,sign_variant,signer_number.1,video_url_root,video_url_ext,sign_url,signer_order,Unnamed: 0,category,example_pt,example_libras,hand_gesture,url_available,decoded_word,word_in_url
TOALETE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/toaleteSm_Prog001.mp4,0.0,ne,TOALETE,False,True,T,HIGIENE/SAÚDE,Dependência sanitária; local onde ficam o vaso sanitário e o lavabo.,"A toalete do restaurante está fedorenta, precisa de limpeza.",RESTAURANTE TOALETE FEDORENT@ PRECISAR LIMPEZA.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TOALHA DE BANHO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/toalha2Sm_Prog001.mp4,0.0,ne,TOALHA DE BANHO,False,True,T,HIGIENE/SAÚDE,"Peça confeccionada em tecido felpudo, linho, algodão ou outros materiais absorventes, usada para enxugar o corpo.","Eu vou tomar banho, por favor, me ajude e pegue a toalha.",EU TOMAR-BANHO FAVOR 2sAJUDAR1s PEGAR TOALHA.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TOALHA DE ROSTO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/toalha1Sm_Prog001.mp4,0.0,ne,TOALHA DE ROSTO,False,False,T,HIGIENE/SAÚDE,"Peça confeccionada em tecido felpudo, linho, algodão ou outros tecidos absorventes, usada para enxugar o rosto.",Estou suado; por favor me ajude e pegue a toalha de rosto.,EU SUAD@ FAVOR 2sAJUDAR1s PEGAR TOALHA-DE-ROSTO.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TOBOGÃ,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/tobogaSm_Prog001.mp4,0.0,ne,TOBOGÃ,False,True,T,ESPORTE/DIVERSÃO,"Aparelho que imita a montanha-russa destinado, quase sempre, ao divertimento infantil.",Meu filho adora piscina com tobogã.,ME@ FILH@ ADORAR PISCINA TOBOGÃ.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TOCA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/toca1Sm_Prog001.mp4,0.0,ne,TOCA,False,False,T,NENHUM,Covil; buraco onde se abrigam animais.,No sítio do meu tio há muitas tocas de coelho.,TI@ ME@ SÍTIO TER MUIT@ COELHO TOCA.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TOCANTINS,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/tocantisSm_Prog001.mp4,0.0,ne,TOCANTINS,False,False,T,NENHUM,"Estado do Brasil, localizado na Região Norte.","Nunca fui a Tocantins, mas desejo conhecer.",TOCANTINS EU N-U-N-C-A IR EU DESEJAR CONHECER.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TOCAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/tocarSm_Prog001.mp4,0.0,ne,TOCAR,False,True,T,NENHUM,Encostar a mão; pegar.,"Não pode tocar no bolo, pois está quente.",BOLO QUENTE PODER-NÃO TOCAR.,VERBO,Nacional,,,,,,,,,,,,,,,
TOCHA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/tochaSm_Prog001.mp4,0.0,ne,TOCHA,False,True,T,NENHUM,Archote; facho de luz; peça alongada que tem uma das extremidades para apoio e a outra com uma chama.,"Antigamente os castelos não tinham luz, usavam tochas.",ANTIGAMENTE CASTELO LUZ TER-NÃO SÓ TOCHA.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TODO DIA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/todo_diaSm_Prog001.mp4,0.0,ne,TODO DIA,False,True,T,NENHUM,Diariamente; sem faltar nenhum dia.,Meu filho toma vitamina de banana todo dia.,FILH@ TODO-DIA VITAMINA BANANA TOMAR.,LOC.ADV.,Nacional,,,,,,,,,,,,,,,
TODO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/todo1Sm_Prog001.mp4,0.0,ne,TODO1,True,True,T,NENHUM,Cada; qualquer.,"Faço ginástica todas as tardes; gosto de fazer pela manhã mas não posso, por causa da faculdade.",EU GINÁSTICA TOD@ TARDE EU GOSTAR MANHÃ MAS PODER-NÃO POR-CAUSA FACULDADE.,PRON. INDEFIN.,Nacional,,,,,,,,,,,,,,,
TODO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/todo2Sm_Prog001.mp4,0.0,ne,TODO2,True,True,T,NENHUM,Por inteiro; totalmente.,Eu vendi todas as roupas.,EU VENDER TOD@ ROUPA.,PRON. INDEFIN.,Nacional,,,,,,,,,,,,,,,
TODO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/todo3Sm_Prog001.mp4,0.0,ne,TODO3,True,True,T,NENHUM,O conjunto de pessoas; o grupo.,É melhor todos conversarem com os diretores sobre o problema na escola.,ESCOLA PROBLEMA MELHOR TOD@ JUNT@ CONVERSAR DIRETOR@.,PRON. INDEFIN.,Nacional,,,,,,,,,,,,,,,
TOLERAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/tolerarSm_Prog001.mp4,0.0,ne,TOLERAR,False,True,T,NENHUM,Suportar; acomodar-se; resignar-se.,"Eu não tolero mais, ele se atrasa todos os dias.",EU TOLERAR NÃO EL@ ATRASAR TOD@-DIA.,VERBO,Nacional,,,,,,,,,,,,,,,
TOLICE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/toliceSm_Prog001.mp4,0.0,ne,TOLICE,False,True,T,NENHUM,Asneira; bobagem.,Cuidado para não paletrar as tolices.,CUIDADO VOCÊ PODER-NÃO PALESTRAR TOLICE.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TOLO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/toloSm_Prog001.mp4,0.0,ne,TOLO,False,True,T,NENHUM,Aquele que diz ou faz tolices; bobo; ingênuo.,"Ele é tolo, porque aceitou trocar seu carro, que é novo, por uma velha moto.",EL@ TOL@ ACEITAR CARRO DEL@ NOV@ TROCAR MOTO VELH@.,ADJETIVO,Nacional,,,,,,,,,,,,,,,
TOMADA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/tomadaSm_Prog001.mp4,0.0,ne,TOMADA,False,True,T,NENHUM,Ramificação de uma instalação elétrica para ligar qualquer aparelho elétrico.,Onde está a tomada? Preciso ligar o computador.,ONDE TOMADA? PRECISAR COMPUTADOR LIGAR.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TOMAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/tomar1Sm_Prog001.mp4,0.0,ne,TOMAR1,True,True,T,NENHUM,Entrar debaixo do chuveiro ou dentro da banheira e lavar-se.,Você já tomou banho hoje de manhã?,HOJE MANHÃ VOCÊ TOMAR-BANHO JÁ?,VERBO,Nacional,,,,,,,,,,,,,,,
TOMAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/tomar2Sm_Prog001.mp4,0.0,ne,TOMAR2,True,True,T,NENHUM,Cuidar; olhar; fazer companhia.,Preciso procurar uma pessoa para tomar conta do meu filho.,EU PRECISAR PROCURAR PESSOA FILH@ TOMAR-CONTA.,VERBO,Nacional,,,,,,,,,,,,,,,
TOMARA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/tomaraSm_Prog001.mp4,0.0,ne,TOMARA,False,True,T,NENHUM,voto; expressão que denota desejo; Queira Deus;oxalá!;,"O calor de hoje está horrível, tomara que chova muito.",HOJE CALOR HORRÍVEL TOMARA CHOVERmuito.,INTERJ.,Nacional,,,,,,,,,,,,,,,
TOMARA-QUE-CAIA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/tomara_que_caiaSm_Prog001.mp4,0.0,ne,TOMARA-QUE-CAIA,False,True,T,VESTUÁRIO/COMPLEMENTOS,"Peça do vestuário feminino que passa por baixo das axilas, sem alças para prendê-la aos ombros.","Meu namorado é muito bom, presenteou-me com um bonito tomara-que-caia.",NAMORAD@ BO@muito 3sPRESENTEAR1s TOMARA-QUE-CAIA BONIT@.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TOMATE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/tomateSm_Prog001.mp4,0.0,ne,TOMATE,False,True,T,FRUTA,"Fruto do tomateiro, de cor vermelha, muito usado em saladas e outras preparações culinárias.",Eu gosto somente de salada de tomate e alface.,EU GOSTAR SALADA TOMATE ALFACE SÓ.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TOMBAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/tombarSm_Prog001.mp4,0.0,ne,TOMBAR,False,True,T,NENHUM,Derrubar; fazer cair ou cair.,"Ontem eu estava andando, escorreguei no chão e tombei.",ONTEM EU pessoaANDAR CHÃO ESCORREGAR pessoaESCORREGAR PESSOATOMBAR.,VERBO,Nacional,,,,,,,,,,,,,,,
TOMBO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/tomboSm_Prog001.mp4,0.0,ne,TOMBO,False,True,T,NENHUM,Queda; caída.,Eu gargalhei muito pelo seu tombo de ontem.,VOCÊ ONTEM TOMBO EU GARGALHARmuito.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TONELADA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/toneladaSm_Prog001.mp4,0.0,ne,TONELADA,False,True,T,NUMERAL/DINHEIRO,Unidade de medida de massa; o mesmo que mil quilos.,"Eu vi uma moto enorme, devia ter mais ou menos uma tonelada.",EU VER MOTO ENORME PESO MAIS-OU-MENOS 1000^QUILO.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TONTO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/tontoSm_Prog001.mp4,0.0,ne,TONTO1,True,True,T,NENHUM,Que sofre uma tontura; zonzo; atordoado.,Eu andei de helicóptero e fiquei tonto.,EU PASSEAR HELICÓPTERO EU TONT@ QUASE VOMITAR.,ADJETIVO,Nacional,,,,,,,,,,,,,,,
TONTO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/tonto2Sm_Prog001.mp4,0.0,ne,TONTO2,True,True,T,NENHUM,Louco; demente; maluco.,"Seu avô é tonto, querendo namorar com uma menina de 16 anos.",SE@ V-O-V-Ô TONT@ QUERER NAMORAR MENIN@ 16 IDADE.,ADJETIVO,Nacional,,,,,,,,,,,,,,,
TOPAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/topar1Sm_Prog001.mp4,0.0,ne,TOPAR1,True,True,T,NENHUM,Concordar; consentir; aceitar.,Vocês todos topam viajar para a Arábia nas férias?,FÉRIAS VOCÊS-TOD@ TOPAR VIAJAR ARÁBIA?,VERBO,Nacional,,,,,,,,,,,,,,,
TOPAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/topar2Sm_Prog001.mp4,0.0,ne,TOPAR2,True,True,T,NENHUM,Encontrar acidentalmente; deparar.,Topei com seu primo no cinema.,CINEMA EU SE@ PRIM@ SURPRESA TOPAR.,VERBO,Nacional,,,,,,,,,,,,,,,
TOPLESS,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/toplessSm_Prog001.mp4,0.0,ne,TOPLESS,False,True,T,NENHUM,A roupa feminina que deixa o corpo nu da cintura para cima.,Na praia de Ipanema eu vi uma mulher bonita fazendo topless.,PRAIA IPANEMA EU VER MULHER TOPLESS SEIO BONIT@.,ADJETIVO,Nacional,,,,,,,,,,,,,,,
TOQUE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/toqueSm_Prog001.mp4,0.0,ne,TOQUE,False,True,T,NENHUM,Contato; impulso leve; ato de tocar.,"Se eu dormir, toque-me de leve que eu logo me desperto.",EU DORMIR S-I LEVE TOQUE EU DESPERTAR RÁPID@.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TORA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/toraSm_Prog001.mp4,0.0,ne,TORA,False,True,T,NENHUM,O livro sagrado.,Você já viu o Torá dos Judeus?,VOCÊ JÁ VER JUDEU TORA?,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TÓRAX,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/toraxSm_Prog001.mp4,0.0,ne,TÓRAX,False,True,T,CORPO,Parte do corpo em cuja cavidade estão os pulmões e o coração.,Meu irmão estava dirigindo e sofreu um acidente. Quebrou o tórax e ficou internado na UTI.,ONTEM IRM@ BÊBAD@ DIRIGIRcarro ÁRVORE COLIDIR TÓRAX QUEBRAR U-T-I INTERNAD@.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TORCER,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/torcer2Sm_Prog001.mp4,0.0,ne,TORCER1,True,True,T,NENHUM,Deslocar uma articulação; luxar.,Eu estava correndo na praia e torci o pé.,ANTEONTEM EU PRAIA CORRER P-É TORCER DOERmuito,VERBO,Nacional,,,,,,,,,,,,,,,
TORCER,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/torcer3Sm_Prog001.mp4,0.0,ne,TORCER2,True,True,T,NENHUM,"Simpatizar e vibrar com o desempenho de um clube, uma escola de samba, um filme, um atleta.","Se o Vasco perder, eu vou torcer para o Fluminense.",S-I VASCO PERDER ELIMINAD@ EU TORCER FLUMINENSE.,VERBO,Nacional,,,,,,,,,,,,,,,
TORCER,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/torcer1Sm_Prog001.mp4,0.0,ne,TORCER3,True,True,T,NENHUM,Fazer girar um objeto em torno de si mesmo.,"A camisa está molhada, você precisa torcê-la para secar.",CAMISA MOLHAD@ VOCÊ PRECISAR TORCER SECAR.,VERBO,Nacional,,,,,,,,,,,,,,,
TORCICOLO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/torcicoloSm_Prog001.mp4,0.0,ne,TORCICOLO,False,True,T,HIGIENE/SAÚDE,"Desvio mais ou menos acentuado da cabeça, causado por contrações, dolorosas ou não, nos músculos de um dos lados do pescoço e da nuca.","Estou com torcicolo no pescoço e dói muito, preciso ir ao médico.",TORCICOLO DOERmuito. EU PRECISAR MÉDICO IR.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TORCIDA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/torcidaSm_Prog001.mp4,0.0,ne,TORCIDA,False,True,T,ESPORTE/DIVERSÃO,Grupos de pessoas com simpatia ou preferência por uma mesma equipe desportiva.,"O Vasco perdeu e foi eliminado; a torcida, furiosa, queria brigar.",VASCO PERDER ELIMINAD@ TORCIDA FURIOS@ QUERER BRIGAR.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TORNADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/tornadoSm_Prog001.mp4,0.0,ne,TORNADO,False,True,T,PLANTA/FLOR/NATUREZA,"Tempestade violenta de vento, em forma de funil. Pode atingir até quinhentos quilômetros por hora, sendo capaz de destelhar casas, arrancar árvores e provocar outros problemas graves.","Nos Estados Unidos, um tornado derrubou as casas e muitas pessoas morreram.",E.U.A. LÁ TORNADO CASA-DERRUBAR PESSOA MUIT@ MORRER.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TORNEIO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/torneioSm_Prog001.mp4,0.0,ne,TORNEIO,False,True,T,NENHUM,Competição na qual toma parte vários concorrentes.,O torneio de futebol de São Paulo tem melhor organização do que o do Rio.,SÃO-PAULO FUTEBOL TORNEIO ORGANIZAÇÃO MELHOR DO-QUE R-I-O.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TORNEIRA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/torneiraSm_Prog001.mp4,0.0,ne,TORNEIRA,False,True,T,NENHUM,"Peça de metal usada para reter ou deixar sair água, gás e outras substâncias fluidas. Possui um tubo com uma espécie de chave que a torna capaz de ser acionada com a mão.",A torneira de minha casa quebrou e eu chamei um amigo para me ajudar a consertar.,ME@ CASA TORNEIRA RUIM DEFEIT@ EU CHAMAR AMIG@ 3sAJUDAR1s CONSERTAR.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TORNIQUETE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/torniqueteSm_Prog001.mp4,0.0,ne,TORNIQUETE,False,True,T,HIGIENE/SAÚDE,Instrumento para comprimir as artérias e desse modo suspender as hemorragias.,Os hospitais no interior não têm torniquetes; o governo ignora e não ajuda.,HOSPITAL INTERIOR TER-NÃO TORNIQUETE GOVERNO IGNORAR AJUDAR NÃO.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TORNOZELEIRA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/tornozeleiraSm_Prog001.mp4,0.0,ne,TORNOZELEIRA,False,True,T,NENHUM,"Peça de pano, elástica, com que os atletas de algumas modalidades desportivas protegem os tornozelos durante as competições.",Pedi a meu pai para comprar uma tornozeleira de marca boa.,EU PEDIR P-A-I COMPRAR TORNOZELEIRA MARCA BO@.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TORNOZELO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/tornozeloSm_Prog001.mp4,0.0,ne,TORNOZELO,False,True,T,CORPO,Saliência óssea localizada na altura da articulação do pé com a perna.,"Eu caí da moto, torci o tornozelo e doeu muito.",EU MOTO veículoCAIR TORNOZELO TORCER DORmuito.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TORÓ,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/toroSm_Prog001.mp4,0.0,ne,TORÓ,False,True,T,PLANTA/FLOR/NATUREZA,Tormenta; temporal; tempestade.,"Aqui no Paraná, em julho, sempre há toró. Prefiro viajar para Fortaleza, onde sempre há sol.",PARANÁ JULHO SEMPRE TORÓ EU PREFERIR VIAJAR FORTALEZA LÁ SEMPRE SOL.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TORPEDO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/torpedoSm_Prog001.mp4,0.0,ne,TORPEDO,False,True,T,NENHUM,"Projétil submarino, carregado de grande carga explosiva que, explode ao contato com algo resistente.",O Presidente do Brasil proibiu à Marinha a compra de torpedos.,PRESIDENTE BRASIL PROIBIR MARINHA COMPRAR TORPEDO.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TORRADA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/torradaSm_Prog001.mp4,0.0,ne,TORRADA,False,True,T,ALIMENTO/BEBIDA,Fatia de pão torrado no forno ou em máquina apropriada.,Minha filha todo dia sempre come as torradas.,ME@ FILH@ TODO-DIA COMER SEMPRE TORRADA.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TORRE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/torreSm_Prog001.mp4,0.0,ne,TORRE,False,True,T,NENHUM,"Construção alta e sólida, antigamente usada para defesa em operações de guerra.",Não quero comprar uma casa que fica perto da torre elétrica.,EU QUERER-NÃO COMPRAR CASA PERTO TORRE ELÉTRIC@.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TORTA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/tortaSm_Prog001.mp4,0.0,ne,TORTA,False,True,T,ALIMENTO/BEBIDA,Espécie de pastelão com recheio doce ou salgado.,Sou louca por uma torta de banana.,EU ADORAR T-O-R-T-A BANANA.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TORTO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/tortoSm_Prog001.mp4,0.0,ne,TORTO,False,True,T,NENHUM,Desviado da direção normal; que não está direito; fora do prumo.,"A obra da casa foi mal e a janela ficou torta, fiquei irritado.",CASA OBRA M-A-L JANELA TORT@ EU IRRITAD@.,ADJETIVO,Nacional,,,,,,,,,,,,,,,
TOSA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/tosaSm_Prog001.mp4,0.0,ne,TOSA,False,True,T,NENHUM,Tosquia; ato de reduzir o volume dos pêlos de animais.,"O cachorro está muito feio por causa de muitos pêlos, e precisa da tosa.",CACHORRO FEI@ PÊLOmuito PRECISAR TOSA.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TOTAL,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/totalSm_Prog001.mp4,0.0,ne,TOTAL,False,True,T,NENHUM,Que forma um todo; completo; inteiro.,"A escola tem cinco turmas de primeira série; no total, são 60 alunos.",CASA^ESTUDO PRIMEIRA-SÉRIE TER 5 TURMA TOTAL MAIS-OU-MENOS 60 ALUN0.,ADJETIVO,Nacional,,,,,,,,,,,,,,,
TOTÓ,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/totoSm_Prog001.mp4,0.0,ne,TOTÓ,False,True,T,NENHUM,Cãozinho; cachorro pequeno.,Meu primo me presenteou com o totó e fiquei contente.,TOTÓ PRIM@ 3sPRESENTEAR1s EU CONTENTE.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TOUCA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/toucaSm_Prog001.mp4,0.0,ne,TOUCA,False,True,T,VESTUÁRIO/COMPLEMENTOS,"Peça de uso pessoal, de borracha, plástico ou outros materiais, para proteger os cabelos da água.","A minha touca está ruim e furada, preciso comprar uma nova.",TOUCA ME@ RUIM FURAD@ COMPRAR NOV@.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TRABALHADOR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/trabalhadorSm_Prog001.mp4,0.0,ne,TRABALHADOR,False,True,T,NENHUM,Laborioso; dado ao trabalho; o que gosta do trabalho.,Minha mãe é uma pessoa trabalhadora.,M-Ã-E ME@ PESSOA TRABALHAR.,ADJETIVO,Nacional,,,,,,,,,,,,,,,
TRABALHAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/trabalharSm_Prog001.mp4,0.0,ne,TRABALHAR,False,True,T,NENHUM,Exercer uma atividade profissional; ter um ofício.,"Amanhã não terei folga, vou trabalhar.",AMANHÃ EU TRABALHAR NÃO EU FOLGA.,VERBO,Nacional,,,,,,,,,,,,,,,
TRABALHEIRA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/trabalheiraSm_Prog001.mp4,0.0,ne,TRABALHEIRA,False,True,T,NENHUM,Um trabalhão; muita atividade.,É muita trabalheira fazer faxina em uma casa de quatro quartos.,FAXINA CASA GRANDE QUARTO 4 TRABALHEIRA.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TRAÇA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/tracaSm_Prog001.mp4,0.0,ne,TRAÇA,False,True,T,ANIMAL/INSETO/PEIXE/AVE,"Inseto que ataca roupas de lã, tapetes, papéis e outros materiais.",Estou nervoso. Meus livros têm muita traça e vou jogá-los fora.,EU NERVOS@ LIVRO ME@ MUIT@ TRAÇA EU JOGAR-FORA.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TRADIÇÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/tradicaoSm_Prog001.mp4,0.0,ne,TRADIÇÃO,False,True,T,NENHUM,"Conhecimento ou prática resultante de transmissão oral ou hábitos antigos, profundamente arraigados.","A família tem a tradição de comer sempre junto, na hora certa.",FAMÍLIA TRADIÇÃO COMER SEMPRE JUNT@ HORA CERT@.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TRÁFEGO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/trafegoSm_Prog001.mp4,0.0,ne,TRÁFEGO,False,True,T,NENHUM,Trânsito de veículos e pedestres nas vias públicas.,"Às cinco horas o tráfego fica horrível, prefiro sair mais cedo, mais ou menos às quatro horas.",HORA 5 TRÁFEGO HORRÍVEL PREFERIR SAIR ANTES MAIS-OU-MENOS HORA 4.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TRAFICANTE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/traficanteSm_Prog001.mp4,0.0,ne,TRAFICANTE,False,True,T,PROFISSÃO/TRABALHO,Que trafica; pessoa que pratica atos de comércio ilícito.,"Na favela, a polícia conseguiu prender quatro traficantes e encontrou muitos revólveres e maconha.",FAVELA POLÍCIA CONSEGUIR PRENDER 4 TRAFICANTE ENCONTRAR MUIT@ REVÓLVER MACONHA.,ADJETIVO,Nacional,,,,,,,,,,,,,,,
TRÁFICO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/trafico1Sm_Prog001.mp4,0.0,ne,TRÁFICO1,True,True,T,NENHUM,"Comércio, trato mercantil, negócio fraudulento.",As favelas aumentaram o tráfico de drogas em 2002.,2002 FAVELA AUMENTAR TRÁFICO DROGAS.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TRÁFICO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/trafico2Sm_Prog001.mp4,0.0,ne,TRÁFICO2,True,True,T,NENHUM,"Comércio, trato mercantil, negócio fraudulento.",Precisamos acabar com o tráfico de drogas no Brasil.,PRECISAR ACABAR TRÁFICO DROGAS AQUI BRASIL.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
TRAGAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/tragar1Sm_Prog001.mp4,0.0,ne,TRAGAR1,True,True,T,NENHUM,Beber; engolir de um trago.,Você precisa tragar uma cachaça que é melhor para esquecer todos os problemas.,VOCÊ PROBLEMA CONFUSÃO MELHOR CACHAÇA coisa-redonda-pequenaTRAGAR ESQUECER.,VERBO,Nacional,,,,,,,,,,,,,,,
TRAGAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/tragar2Sm_Prog001.mp4,0.0,ne,TRAGAR2,True,True,T,NENHUM,"Engolir a fumaça do cigarro, em seguida fazê-la sair, a maior parte pelas narinas e o resto pela boca.",Vi um homem tragando um cigarro que me deu nojo.,EU VER HOMEM CIGARRO TRAGAR EU NOJO.,VERBO,Nacional,,,,,,,,,,,,,,,
TRAIR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/trair2Sm_Prog001.mp4,0.0,ne,TRAIR2,True,True,T,NENHUM,Enganar; atraiçoar; deixar de ser fiel.,"Ele foi meu amigo e companheiro por muitos anos mas, agora, ele me traiu e nossa amizade acabou.",EL@ AMIG@ COMPANHEIR@ MUIT@-ANOS AGORA TRAIR AMIZADE ACABAR.,VERBO,Nacional,,,,,,,,,,,,,,,
TRAJE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/trajeSm_Prog001.mp4,0.0,ne,TRAJE,False,True,T,VESTUÁRIO/COMPLEMENTOS,Roupa; peça do vestuário.,Qual o traje que você usará na festa do INES?,FESTA INES VOCÊ TRAJE QUAL ?,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
