Word,category,example_pt,example_libras,video_url,hand_gesture
Cachoeira,Natureza,Em Minas Gerais tem muitas cachoeiras.,MINAS GERAIS TER CACHOEIRA VARIADO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1309-cachoeira.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg
Centímetro,Natureza,O centímetro é uma unidade de medida.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/cent%C3%ADmetro.mp4,
Céu,Natureza,Fico admirando quando olho para o céu.,EU ADORAR ADMIRAR CEU.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1310-ceu.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg
Chuva,Natureza,A chuva é importante para as plantas.,CHUVA IMPORTANTE PORQUE MOLHAR TERRA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1311-chuva.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/13.jpg
Cinzas,Natureza,Queimaram a madeira até virar pó.,INCENDIO ACABAR. SO CINZA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1290-cinzas.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg
Cogumelo,Natureza,Alguns cogumelos servem como alimento.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/cogumelo.mp4,
Colina,Natureza,No sítio da minha avó tem muitas colinas.,SITIO MEU AVO TER COLINA VARIADO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1313-colina.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/01.jpg
Estrela,Natureza,A bandeira do Brasil tem 27 estrelas.,BANDEIRA BRASIL TER 27 ESTRELA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1315-estrela.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/37.jpg
Ferrugem,Natureza,Cuidado com a ferrugem para não pegar doenças.,CUIDADO FERRUGEM PORQUE PERIGOSO DOENÇA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1297-ferrugem.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/64.jpg
Flor,Natureza,Amo receber flores.,EU ADORAR GANHAR FLORES.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1316-flor.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/19.jpg
Fumaça,Natureza,"Churrasco é gostoso, mas produz muita fumaça.",CHURRASCO DELICIA MAS FUMAÇA-MUITO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1299-fuma%C3%A7a.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/67.jpg
Gelo,Natureza,Quero que coloque gelo no suco.,EU QUERO SUCO JUNTO GELO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1300-gelo.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/43.jpg
Ilha,Natureza,Na Indonésia há várias ilhas paradisíacas.,INDONESIA TER ILHA PARADISIACA VARIADO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1317-ilha.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
Lava,Natureza,Os vulcões soltam lava.,,Not Available,
Lua,Natureza,Amo ver a Lua.,EU ADORAR ADMIRAR LUA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1320-lua.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/37.jpg
Maconha,Natureza,A maconha é ilegal no Brasil.,,Not Available,
Mar,Natureza,Amo nadar no mar.,EU AMAR NADAR MAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1321-mar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg
Montanha,Natureza,Minas Gerais possui muitas montanhas.,MINAS GERAIS TER MONTANHA VARIADO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1322-montanha.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/01.jpg
Natureza,Natureza,É importante cuidar da natureza.,IMPORTANTE PRESERVAR NATUREZA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1323-natureza.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
Neve,Natureza,Minha irmã ama brincar na neve.,MINHA IRMA GOSTAR NEVE BRINCAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1324-neve.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
Nublado,Natureza,Na minha cidade sempre fica nublado.,MINHA CIDADE DIA NUBLADO MUITO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1325-nublado.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Nuvem,Natureza,Hoje têm muitas nuvens.,HOJE TER NUVEM-MUITA CEU.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1326-nuvem.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/15.jpg
Pedra,Natureza,Encontrei uma pedra em meu sapato.,DENTRO SAPATO EU ENCONTRAR PEDRA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1327-pedra.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/55.jpg
Praia,Natureza,"No sábado que vem, vou passear na praia.",SABADO PROXIMO EU PASSEAR PRAIA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1328-praia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Rio,Natureza,O rio da Amazônia é o maior do Brasil.,MINHA CIDADE RIO MEIO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1330-rio.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg
Sol,Natureza,Tomar sol no horário certo faz bem para saúde.,HORARIO CERTO SOL BOM SAUDE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1331-sol.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/41.jpg
Tempestade,Natureza,Estou sentindo que vai ter uma grande tempestade. É melhor ficar em casa.,TEMPESTADE HOJE MELHOR ESTAR CASA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1333-tempestade.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/13.jpg
Terra,Natureza,As crianças gostam de brincar na terra.,CRIANÇA GOSTAR BRINCAR TERRA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1334-terra.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/07.jpg
Terremoto,Natureza,Aqui no Brasil nunca houve terremoto.,BRASIL NAO TER TERREMOTO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1335-terremoto.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
Vento,Natureza,Gosto de andar na rua para sentir o vento.,EU GOSTAR CAMINHAR PORQUE SENTIR VENTO PELE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1336-vento.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg
Vulcão,Natureza,Há muitos vulcões inativos no Chile.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/vulc%C3%A3o.mp4,
