,label,category,example_pt,example_libras,video_url,hand_gesture,url_available,decoded_word,word_in_url
454,Cartão,Dinheiro,Não tenho cartão de crédito.,"""EU NÃO-TER CARTÃO CRÉDITO. """,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/cartao.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/44.jpg,True,cartao,True
455,Cheque,Dinheiro,Na loja não aceita cheque.,LOJA NÃO-ACEITAR CHEQUE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1182-cheque.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/62.jpg,True,cheque,True
456,Conta,Dinheiro,Minha família foi comer pizza e depois a mãe pediu a conta.,FAMÍLIA COMER PIZZA DEPOIS MÃE PEDIR CONTA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1183-conta.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/50.jpg,True,conta,True
457,Dízimo,Dinheiro,Ontem dei o dízimo na igreja.,VOCÊ IGREJA DÍZIMO JÁ?,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01164-dizimo.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/53.jpg,True,dizimo,True
458,Dólar,Dinheiro,O dólar é a moeda usada nos EUA.,DÓLAR DINHEIRO PRÓPRIO ESTADOS UNIDOS.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1185-dolar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/53.jpg,True,dolar,True
459,Economia,Dinheiro,Meu pai já fez o curso de economia.,MEU PAI ESTUDAR CURSO ECONOMIA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/793-economia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/39.jpg,True,economia,True
460,Empréstimo,Dinheiro,A mulher pediu um empréstimo no banco para comprar uma casa.,MULHER PEDIR EMPRÉSTIMO BANCO COMPRAR CASA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1186-emprestimo.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg,True,emprestimo,True
461,Imposto,Dinheiro,Até amanhã tenho que pagar o imposto do carro.,EU PAGAR IMPOSTO CARRO AMANHÃ LIMITE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1188-imposto.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/65.jpg,True,imposto,True
462,Juros,Dinheiro,Comprei o carro parcelado com os juros baixos.,EU COMPRAR CARRO JURO PEQUENO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1190-juros.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/41.jpg,True,juros,True
463,Lucro,Dinheiro,"Se vendermos o pastel à 3 reais, teremos um lucro de 2 reais.",SE VENDER PASTEL 3 REAIS NÓS GANHAR 2 REAIS LUCRO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1191-lucro.mp4,,True,lucro,True
464,Mil,Dinheiro,Ontem o público no show foi de mais de 2 mil pessoas.,ONTEM SHOW MIL PESSOA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1192-mil.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg,True,mil,True
465,Milhão,Dinheiro,O Rio de Janeiro tem quase 7 milhões de pessoas.,PESSOA MORAR CIDADE RIO-DE-JANEIRO QUASE 7 MILHÃO PESSOA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1193-milhao.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg,True,milhao,True
466,Moeda,Dinheiro,Comecei a guardar moeda de 1 real.,EU COLECIONAR MOEDA 1 CENTAVO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1194-moeda.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/17.jpg,True,moeda,True
467,Multa,Dinheiro,"Preciso pagar uma multa de trânsito, porque fiz errado.",SE ERRAR TRÂNSITO PAGAR MULTA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1195-multa.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/67.jpg,True,multa,True
468,Orçamento,Dinheiro,"Chamei o homem para fazer orçamento, porque a geladeira quebrou.",GELADEIRA QUEBRAR EU CHAMAR HOMEM FAZER ORÇAMENTO FUTURO CONSERTAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1196-orcamento.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/39.jpg,True,orcamento,True
469,Parcela,Dinheiro,Você pode pagar a parcela de 10x.,VOCÊ PODER COMPRAR PARCELAR 10.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1197-parcela.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/47.jpg,True,parcela,True
470,Pensão,Dinheiro,Esse homem conseguiu a pensão dos avós.,ELEa PENSÃO aRECEBERb AVÓS.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1198-pensao.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/47.jpg,True,pensao,True
471,Saque,Dinheiro,Fui ao banco e saquei o dinheiro do meu salário.,BANCO IR SALÁRIO SACAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1201-saque.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/39.jpg,True,saque,True
472,Seguro,Dinheiro,Preciso preparar o seguro de vida.,EU PRECISAR SEGURO-DE-VIDA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1202-seguro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/16.jpg,True,seguro,True
473,Troco,Dinheiro,Eu sempre doo o troco para o atendente.,TROCOa EU SEMPRE aDARb ATENDENTE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1203-troco.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/39.jpg,True,troco,True
474,Abstrato,Disciplina,,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/abstrato.mp4,,True,abstrato,True
475,Adjetivo,Disciplina,,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/adjetivo-1.mp4,,True,adjetivo,True
476,Alofone,Disciplina,,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/alofone.mp4,,True,alofone,True
477,Alomorfe,Disciplina,,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/alomorfe.mp4,,True,alomorfe,True
478,Análise do discurso,Disciplina,,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/analise-do-discurso.mp4,,True,analise-do-discurso,True
479,Filosofia,Disciplina,Tem muita leitura a disciplina de filosofia.,DISCIPLINA FILOSOFIA LER-MUITO PRECISAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/795-filosofia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg,True,filosofia,True
481,Letras,Disciplina,No curso de letras estudo sobre linguística.,CURSO LETRAS ESTUDAR LINGUÍSTICA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/802-letras.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg,True,letras,True
482,Matemática,Disciplina,Adoro estudar matemática.,ESTUDAR MATEMÁTICA ADORAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/798-matematica.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/04.jpg,True,matematica,True
483,Medicina,Disciplina,Para formar no curso de medicina dura seis anos.,CURSO MEDICINA ESTUDAR 6 ANOS.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/799-medicina.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/48.jpg,True,medicina,True
484,Odontologia,Disciplina,Minha prima estuda odontologia para ser dentista.,MINHA PRIMA ESTUDAR ODONTOLOGIA FUTURO TRABALHAR DENTISTA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/800-odontologia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/47.jpg,True,odontologia,True
485,Psicologia,Disciplina,Pretendo cursar Psicologia.,VOCE VONTADE ESTUDAR PSICOLOGIA ONDE,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01435-Psicologia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,psicologia,True
486,Química,Disciplina,As aulas de Química são as que mais gosto.,GOSTAR MAIS AULA QUIMICA,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01438-Quimica.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/64.jpg,True,quimica,True
487,Abacate,Alimentos,Eu adoro vitamina de abacate.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/Abacate.mp4,,True,abacate,True
488,Abacaxi,Alimentos,Eu vendo abacaxi.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/abacaxi.mp4,,True,abacaxi,True
489,Abóbora,Alimentos,Não gosto de comer abóbora.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/ab%C3%B3bora.mp4,,True,abobora,True
491,Acerola,Alimentos,Irei fazer um suco de acerola.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/acerola.mp4,,True,acerola,True
492,Achocolatado,Alimentos,Prefiro tomar leite sem achocolatado.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/achocolatado.mp4,,True,achocolatado,True
493,Açúcar,Alimentos,"Já que todos gostam, irei colocar açúcar no café.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/a%C3%A7%C3%BAcar.mp4,,True,acucar,True
494,Água de coco,Alimentos,"Sempre que vou à praia, tomo água de coco.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/%C3%A1gua-de-coco.mp4,,True,agua-de-coco,True
495,Alface,Alimentos,O alface que comprei está cheio de insetos.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/alface.mp4,,True,alface,True
496,Alho,Alimentos,Odeio quando colocam alho na comida.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/alho.mp4,,True,alho,True
497,Amendoim,Alimentos,Minha avó comprou amendoim na feira.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/amendoim.mp4,,True,amendoim,True
498,Amora,Alimentos,Na roça do meu tio há muitas amoras.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/amora.mp4,,True,amora,True
499,Arroz,Alimentos,Não consigo comer arroz sem feijão.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/arroz.mp4,,True,arroz,True
500,Azeite,Alimentos,"Quando ir à Portugal, traga para mim um azeite.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/azeite.mp4,,True,azeite,True
501,Azeitona,Alimentos,Eu pedi para colocarem azeitona na pizza.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/azeitona.mp4,,True,azeitona,True
502,Bacon,Alimentos,Bacon é uma comida muito gostosa.,Bacon comida gostos@-muito.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/08/bacon.mp4,,True,bacon,True
503,Bala,Alimentos,Gosto muito de bala de coco.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/bala.mp4,,True,bala,True
504,Banana,Alimentos,Não gosto de vitamina de banana.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/banana.mp4,,True,banana,True
505,Batata,Alimentos,Hoje teremos batata no almoço.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/batata.mp4,,True,batata,True
506,Batata Frita,Alimentos,Batata frita é uma delícia.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/08/batata-frita.mp4,,True,batata-frita,True
507,Berinjela,Alimentos,Hoje eu fiz berinjela frita.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/berinjela.mp4,,True,berinjela,True
508,Bife,Alimentos,Meu pai cozinhou bife de boi para mim.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/bife.mp4,,True,bife,True
509,Biscoito água e sal,Alimentos,Na minha casa tem biscoito água e sal.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/biscoito-%C3%A1gua-e-sal.mp4,,True,biscoito-agua-e-sal,True
510,Bolo,Alimentos,Os bolos dessa festa estão maravilhosos.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/bolo.mp4,,True,bolo,True
511,Bombom,Alimentos,Eu gosto de bombom de morango.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/bombom.mp4,,True,bombom,True
512,Brócolis,Alimentos,Não aguento mais comer brócolis.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/brocolis.mp4,,True,brocolis,True
513,Café,Alimentos,Preciso tomar café para continuar acordado.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/caf%C3%A9.mp4,,True,cafe,True
514,Caju,Alimentos,Estou tomando muito suco de caju.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/caju.mp4,,True,caju,True
515,Caqui,Alimentos,Não gosto de comer caqui.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/caqui.mp4,,True,caqui,True
516,Carne,Alimentos,Meus avós não comem carne vermelha.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/carne.mp4,,True,carne,True
517,Cebola,Alimentos,O cheiro da cebola não me agrada.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/cebola.mp4,,True,cebola,True
518,Cebolinha,Alimentos,Irei plantar cebolinha na minha horta.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/cebolinha.mp4,,True,cebolinha,True
519,Cereja,Alimentos,Irei colocar cerejas no bolo.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/cereja.mp4,,True,cereja,True
520,Cerveja,Alimentos,Eu tomo cerveja nos finais de semana.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/cerveja.mp4,,True,cerveja,True
521,Chocolate,Alimentos,Irei ao supermercado comprar uma barra de chocolate.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/chocolate.mp4,,True,chocolate,True
522,Churrasco,Alimentos,A fumaça do churrasco está entrando pela janela.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/churrasco.mp4,,True,churrasco,True
523,Coco,Alimentos,Hoje comprei três cocos.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/coco.mp4,,True,coco,True
524,Cogumelo,Alimentos,Alguns cogumelos servem como alimento.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/cogumelo.mp4,,True,cogumelo,True
525,Couve,Alimentos,Meu pai adora comer couve com carne.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/couve.mp4,,True,couve,True
526,Coxinha,Alimentos,A coxinha daquela padaria está muito cara.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/coxinha.mp4,,True,coxinha,True
527,Damasco,Alimentos,Eu nunca comi damasco.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/damasco.mp4,,True,damasco,True
528,Doce,Alimentos,Eu gosto de comer doce.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/doce.mp4,,True,doce,True
529,Doce de abóbora,Alimentos,Minha mãe sabe fazer doce de abóbora.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/doce-de-abobora.mp4,,True,doce-de-abobora,True
530,Empada,Alimentos,Quero uma empada de frango com bacon.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/empada.mp4,,True,empada,True
531,Ervilha,Alimentos,Odeio comer ervilha.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/Ervilha.mp4,,True,ervilha,True
532,Espinafre,Alimentos,O espinafre está com um gosto estranho.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/espinafre.mp4,,True,espinafre,True
533,Farinha,Alimentos,Meu pai está pedindo a farinha de trigo.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/farinha.mp4,,True,farinha,True
534,Farofa,Alimentos,Precisamos de farinha para fazer farofa.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/farofa.mp4,,True,farofa,True
535,Feijão,Alimentos,Eu gosto de comer feijão preto.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/feijao.mp4,,True,feijao,True
536,Feijoada,Alimentos,Meu pai faz uma feijoada ótima.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/feijoada.mp4,,True,feijoada,True
537,Fermento,Alimentos,Usei fermento no bolo para crescer.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01673-fermento.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/08.jpg,True,fermento,True
538,Figo,Alimentos,Eu odeio doce de figo.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/figo.mp4,,True,figo,True
539,Laranja (Fruta),Alimentos,"Chupar laranja faz bem à saúde, ela tem vitamina C.",LARANJA TER VITAMINA C BO@ SAÚDE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/782-laranja.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg,True,laranja-(fruta),True
540,Melancia,Alimentos,A melancia é barata!,MELANCIA BARATO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/766-melancia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg,True,melancia,True
543,Sopa,Alimentos,A sopa é um ótimo alimento para os dias frios.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/sopa.mp4,,True,sopa,True
544,Sorvete,Alimentos,Eu adoro tomar sorvete em dias quentes.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/sorvete.mp4,,True,sorvete,True
545,Tomate,Alimentos,O tomate é uma fruta.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/tomate.mp4,,True,tomate,True
546,Torrada,Alimentos,Gosto de comer torradas no café da manhã.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/torrada.mp4,,True,torrada,True
547,Uva,Alimentos,Uva é a minha fruta preferida.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/uva.mp4,,True,uva,True
548,Vagem,Alimentos,Gosto de comer vagem com arroz.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/vagem.mp4,,True,vagem,True
549,Vinho (bebida),Alimentos,Vinho é a minha bebida preferida.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/vinho.mp4,,True,vinho-(bebida),True
550,Vitamina,Alimentos,Laranja tem muita vitamina C.,LARANJA TER MUIT@-VITAMINA C.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1306-vitamina.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg,True,vitamina,True
551,Vitamina (bebida),Alimentos,Adoro vitamina de banana.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/vitamina_bebida.mp4,,True,vitamina-(bebida),True
553,Águia,Animais e Insetos,A águia consegue enxergar de muito longe.,ÁGUIA (CL-bater asas) VER ++,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/645-aguia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/44.jpg,True,aguia,True
554,Animal,Animais e Insetos,No zoológico há vários animais.,LUGAR^Z-O-O TER ANIMAL VARI@S,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/561-Animal.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/15.jpg,True,animal,True
555,Asa,Animais e Insetos,A asa do passarinho quebrou e agora ele não consegue voar.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/648-asa.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,asa,True
556,Boi,Animais e Insetos,Nessa roça há muitos bois bravos.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/boi.mp4,,True,boi,True
557,Burro,Animais e Insetos,O burro é um animal muito inteligente.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/burro-1.mp4,,True,burro,True
558,Cabrito,Animais e Insetos,Eu tenho um cabrito de estimação.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/cabrito.mp4,,True,cabrito,True
559,Cachorra,Animais e Insetos,A cachorra do meu vizinho late muito.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/cachorra.mp4,,True,cachorra,True
560,Cachorro,Animais e Insetos,Ganhei um cachorro no natal.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/cachorro.mp4,,True,cachorro,True
561,Camelo,Animais e Insetos,Sempre tive vontade de montar em um camelo.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/camelo.mp4,,True,camelo,True
562,Canguru,Animais e Insetos,Na Austrália há muitos cangurus.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/canguru.mp4,,True,canguru,True
563,Caranguejo,Animais e Insetos,O caranguejo entrou no buraco da praia.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/caranguejo.mp4,,True,caranguejo,True
564,Carneiro,Animais e Insetos,Gosto de comer carne de carneiro.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/carneiro.mp4,,True,carneiro,True
565,Cascavel,Animais e Insetos,Fui picada por uma cascavel ontem.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/cascavel.mp4,,True,cascavel,True
566,Cavalo,Animais e Insetos,Esse cavalo não gosta de mim.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/cavalo.mp4,,True,cavalo,True
567,Centopeia,Animais e Insetos,Tenho medo de centopeias.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/centopeia.mp4,,True,centopeia,True
569,Cobra,Animais e Insetos,"Essa cobra tem veneno, tenha cuidado.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/cobra.mp4,,True,cobra,True
570,Coelho,Animais e Insetos,O mágico tirou o coelho da cartola.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/coelho.mp4,,True,coelho,True
571,Coruja,Animais e Insetos,Sempre gostei das corujas.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/coruja.mp4,,True,coruja,True
572,Dinossauro,Animais e Insetos,Aquele é um fóssil de dinossauro.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/dinossauro.mp4,,True,dinossauro,True
573,Dragão,Animais e Insetos,Nesse filme há um dragão muito grande.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/dragao.mp4,,True,dragao,True
574,Elefante,Animais e Insetos,"Na Índia, as pessoas usam elefantes como meio de transporte.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/elefante.mp4,,True,elefante,True
575,Tartaruga,Animais e Insetos,Eu tenho uma tartaruga de estimação.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/tartaruga-1.mp4,,True,tartaruga,True
576,Tigre,Animais e Insetos,O tigre é um animal selvagem.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/tigre.mp4,,True,tigre,True
577,Urso,Animais e Insetos,O urso é um animal grande.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/urso.mp4,,True,urso,True
578,Vaca,Animais e Insetos,Adoro leite de vaca.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/vaca.mp4,,True,vaca,True
579,Veado,Animais e Insetos,O veado tem chifres.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/veado.mp4,,True,veado,True
581,Zebra,Animais e Insetos,Ontem fui ao zoológico e vi uma zebra.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/zebra.mp4,,True,zebra,True
582,Aniversário,Comemorações,O aniversário dela é amanhã.,FESTA^ANIVERSARIO SE@ AMANHA,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/446-Aniversario.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/64.jpg,True,aniversario,True
583,Carnaval,Comemorações,No carnaval viajarei para Recife.,CARNAVAL VIAJAR CIDADE RECIFE,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/451-carnaval.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg,True,carnaval,True
584,Comemoração,Comemorações,Ontem foi a comemoração dos 50 anos da Associação de Surdos.,ONTEM COMEMORAÇÃO ASSOCIAÇÃO SURD@ 50 ANO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1226-comemoracao.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg,True,comemoracao,True
585,Festa,Comemorações,Minha vizinha dará uma festa amanhã.,AMANHÃ FESTA ME@ VIZINH@.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/460-festa.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/63.jpg,True,festa,True
586,Festa Junina,Comemorações,A festa junina da igreja teve muitas pessoas.,FESTA JUNINA IGREJA PESSOA-MUIT@.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1228-festajunina.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/64.jpg,True,festa-junina,True
